REFID	TITLE	SUBTITLE	AUTHORS	COVER	YEAR1STPUB
11923	Practice and Theory of Bolshevism		Russell, Bertrand	BC11923-TheoryBolshevism.jpg	1920
11924	Political Ideals		Russell, Bertrand	BC11924s-PoliticalIdeals.jpg	1917
11948	Sharon and my Mother-in-Law	Ramallah Diaries	Amiry, Suad	BC11948-SharonMotherinLaw.jpg	2003
11954	Manufacturing Consent	The Political Economy of the Mass Media	Herman, Edward S.; Chomsky, Noam	BC11954-ManufactureConsent.jpg	1988
12001	The Growth Illusion	How economic growth has enriched the few, impoverished the many and endangered the planet	Douthwaite, Richard	BC12001-TheGrowthIllusion.jpg	1992
12002	Adventures in Marxism		Berman, Marshall	BC12002-AdventuresMarxism.jpg	1999
12004	A History of Reading		Manguel, Alberto	BC12004-HistoryofReading.jpg	1996
12005	The Heat Is On	The Climate Crisis, The Cover-up, The Prescription	Gelbspan, Ross	BC12005s-HeatIsOn.jpg	1997
12006	The Common Good		Chomsky, Noam; interviewed by David Barsamian	BC12006-CommonGood.jpg	1998
12007	Profit over People	Neoliberalism and Global Order	Chomsky, Noam	BC12007-ProfitOverPeople.jpg	1999
12009	Aboriginal Ontario	Historical Perspectives on the First Nations	Rogers, Edward S.; Smith, Donald B. (eds.)	BC12009-AboriginalOntario.jpg	1994
12010	About Looking		Berger, John	BC12010-AboutLooking.jpg	1980
12011	The Acadians of Nova Scotia Past and Present		Ross, Sally; Deveau, Alphonse	BC12011s-Acadians.jpg	1992
12013	Adventures of the Dialectic		Merleau-Ponty, Maurice	BC12013s-AdventuresDialectic.jpg	1955
12017	Agrarian Socialism	The Cooperative Commonwealth in Saskatchewan: A Study in Political Sociology	Lipset, Seymour Martin	BC12017s-AgrarianSocialism.jpg	1950
12018	Alienation	Marx's Conception of Man in Capitalist Society	Ollman, Bertell	BC12018-AlienationMarx.jpg	1971
12023	Alternative Press Annual 1983, The		Case, Patricia (ed)	BC12023-Alternative1983.jpg	1984
12024	Alternative Press Annual 1984, The		Case, Patricia (ed)	BC12024s-Alternative1984.jpg	
12027	American Power and the New Mandarins		Chomsky, Noam	BC12027-AmericanPower.jpg	1969
12028	The American Worker		Romano, Paul; Stone, Ria	BC12028s-AmericanWorker.jpg	1947
12035	The Anatomy of a Party	The National CCF 1932-1961	Young, Walter D.	BC12035s-CCFAnatomy.jpg	1961
12040	Bakunin on Anarchy		Dolgoff, Sam	BC12040s-BakuninOnAnarchy.jpg	1971
12042	Berkeley: The New Student Revolt		Draper, Hal	BC12042-NewStudentRevolt.jpg	1965
12043	The Betrayal of Marx		Bender, Frederic L. (ed.)	BC12043-TheBetrayalOfMarx.jpg	1975
12045	Bi Any Other Name	Bisexual People Speak Out	Hutchins, Loraine,  Kaahumanu, Lani (ed.)	BC12045s-BiAnyOtherName.jpg	1991
12050	The CIA's Greatest Hits		Zepezauer, Mark	BC12050-TheCIAsGreatest.jpg	1994
12054	Canadian Labour in Politics		Horowitz, Gad	BC12054s-CanadianLabour.jpg	1968
12055	Forum: Canadian Life and Letters - 1920-1970	Selections from the Canadian Forum	Granatstein, J.L.	BC12055s-Forum.jpg	1972
12056	Das Capital, Volume 1	A Critical Analysis of Capitalist Production	Marx, Karl	BC12056-KarlMarxCapital.jpg	1867
12057	Das Capital, Volume 2	The Process of Circulation of Capital	Marx, Karl	BC12057s-CapitalV2.jpg	1893
12058	Das Capital, Volume 3	The Process of Capitalist Production as a Whole	Marx, Karl	BC12058s-CaptitalVolume3.jpg	1894
12060	Capitalism for Beginners		Lekachman, Robert; Van Loon, Borin	BC12060-CapitalismBeginner.jpg	1981
12061	Children and Peacemaking		Acker, Ruth et al	BC12061-ChildrenPeacem.jpg	1992
12065	A Citizen's Guide to City Politics		Lorimer, James	BC12065-CityPolitics.jpg	1972
12067	Citizens Participate - An Action Guide for Public Issues.		Connor, Desmond W.	BC12067s-CitizensPartcipation.jpg	1974
12068	The City and Radical Social Change		Roussopoulos, Dimitrios	BC12068-CitySocialChange.jpg	1982
12071	Class Warfare	Interviews with David Barsamian	Chomsky, Noam	BC12071-ClassWarfare.jpg	1996
12072	Clean and Green	The Complete Guide to Nontoxic and Environmentally Safe Housekeeping	Berthold-Bond, Annie	BC12072s-CleanGreen.jpg	
12073	Clearness	Processes for Supporting Individuals and Groups in Decision-Making	Woodrow, Peter	BC12073s-Clearness.jpg	1976
12075	The Collected Essays, Journalism and Letters Volume 1:  An Age Like This		Orwell, George	BC12075s-OrwellCollected1.jpg	
12076	Collected Essays, Journalism and Letters Volume 2: My Country Right or Left		Orwell, George	BC12076s-OrwellCollected2.jpg	
12077	The Collected Essays, Journalism and Letters Volume 3: As I Please		Orwell, George	BC12077s-OrwellCollected3.jpg	
12078	Combatting Racism in the Workplace Readings Kit		Thomas, Barb; Novogrodsky, Charles	BC12078-CombattingRacisme.jpg	1983
12081	Communes in America	The Place Just Right	Horowitz, Elinor Lander	BC12081s-PlaceJustRight.jpg	1972
12082	The Communist Party in Canada	A History	Avakumovic, Ivan	BC12082s-CommunistParty.jpg	1975
12083	The Communistic Societies of the United States		Nordhoff, Charles	BC12083s-CommunisticSocieties.jpg	1875
12084	Communitas	Means of Livelihood and Ways of Life	Goodman, Paul & Percival	BC12084-Communitas.jpg	1947
12085	Community Dreams	Ideas for Enriching Neighbourhood and Community Life	Berkowitz, Bill	BC12085-CommunityDreams.jpg	1984
12087	Compulsory Mis-education and The Community of Scholars		Goodman, Paul	BC12087-CompulsoryMisEd.jpg	
12088	Consciousness and Action Among the Western Working Class		Mann, Michael	BC12088s-ConsciousnessClass.jpg	1973
12089	The Continuing Appeal of Nationalism		Perlman, Fredy	BC12089s-ContinuingNationalism.jpg	
12090	A Contribution to the Critique of Political Economy		Marx, Karl	BL0195-Marx1861km1W.jpg	1859
12093	Cracking the Canadian Formula	The Making of the Energy and Chemical Workers Union	Roberts, Wayne	BC12093s-CrackingCanadian.jpg	
12094	The Creation of World Poverty		Hayter, Teresa	BC12094-TheCreationOfWP.jpg	1981
12095	Critical Theory		Horkheimer, Max	BC12095s-CriticalTheory.jpg	1968
12100	The Culture of Terrorism		Chomsky, Noam	BC12100-CultureofTerrorism.jpg	1988
12101	Cut and Run	The Assault on Canada's Forests	Swift, Jamie	BC12101s-CutandRun.jpg	1983
12102	Dear Comrades	Readers' Letters to Lotta Continua	Kunzle, Margaret, (ed.)	BC12102s-DearComrades.jpg	
12103	The Death Agony of Capitalism and the Tasks of the Fourth International		Trotsky, Leon	BC12103s-DeathAgony.jpg	
12104	The Death and Life of Great American Cities		Jacobs, Jane	BC12104-TheDeathAndLife.jpg	1961
12107	Democracy for the Few		Parenti, Michael	BC12107-DemocracyForFew.jpg	1988
12108	Democracy in Alberta	Social Credit and the Party System	Macpherson, C.B.	BC12108s-DemocracyAlberta.jpg	1953
12112	Dialectic of Enlightenment		Horkheimer, Max; Adorno, Theodor W.	BC12112-DialectofEnlighten.jpg	1944
12113	The Dialectical Imagination	A History of the Frankfurt School and the Institute of Social Research	Jay, Martin	BC12113s-DialecticalImagination.jpg	
12115	A Dictionary of Marxist Thought		Bottomore, Tom	BC12115-DictionaryMarxist.jpg	1983
12117	The Dilemma of Canadian Socialism	The C.C.F. in Ontario	Caplan, Gerald L.	BC12117s-DilemmaSocialism.jpg	1973
12121	The Domination of Nature		Leiss, William	BC12121s-DominationofNature.jpg	
12122	Drawing the Line	The Political Essays of Paul Goodman	Goodman, Paul; (edited by Stoehr, Taylor)	BC12122s-DrawingLine.jpg	1977
12123	NDP: The Dream of Power		Morton, Desmond	BC12123s-NDPDream.jpg	1974
12124	Eclipse and Re-emergence of the Communist Movement		Barrot, Jean; Martin, Francois	BC12124s-Eclipse.jpg	1974
12126	Ecodefense	A Field Guide to Monkeywrenching. Second Edition	Foreman, Dave; Haywood, Bill	BC12126-Ecodefense.jpg	1985
12127	The Ecology of Freedom	The Emergence and Dissolution of Hierarchy	Bookchin, Murray	BC12127s-EcologyofFreedom.jpg	1982
12129	Edible Landscaping		Creasy, Rosland	BC12129s-EdibleLandscape.jpg	
12136	Essays on Human Rights and Democratic Development	People or Peoples; Equality, Autonomy and Self-Determination: The Issues at Stake of the Internation	Marantz, Denis	BC12136-EssaysHumanRights.jpg	1996
12137	Essays on the Left	Essays in Honour of T.C. Douglas	Lapierre, Laurier	BC12137s-EssaysOnTheLeft.jpg	1971
12138	Essential Works of Socialism		Howe, Irving (ed.)	BC12138s-EssentialSocialism.jpg	
12139	Every Cook Can Govern	A Study of Democracy in Ancient Greece: Its Meaning for Today	James, C.L.R.	BC12139-EveryCookCanGovern.jpg	1956
12140	Exploring Your Neighbourhood		Scanlon, Tom	BC12140-ExploringNeighb.jpg	1984
12141	Facing Reality		James, C.L.R., Lee, Grace C., Chaulieu, Pierre	BC12141-FacingReality.jpg	1958
12142	Fair Taxation in a Changing World: Highlights	Report of the Ontario Fair Tax Commission		BC12142s-FairTaxation.jpg	1993
12144	False Promises	The Shaping of American Working Class Consciousness	Aronowitz, Stanley	BC12144-FalsePromises.jpg	1973
12145	Farewell to the Working Class	An Essay on Post-Industrial Socialism	Gorz, Andre	BC12145s-FarewellClass.jpg	1980
12146	Fascism	What it is. How to fight it. (A compilation)	Trotsky, Leon	BC12146s-Trotsky-FascismHowtoFightIt.jpg	
12147	Federalism and the French Canadians		Trudeau, Pierre Elliott	BC12147s-Federalism.jpg	1968
12148	The Fight for Canada	Four Centuries of Resistance to American Expansionism	Orchard, David	BC12148-FightForCanada.jpg	1993
12149	Fighting Back	Urban Renewal in Trefann Court	Fraser, Graham	BC12149s-FightingBack.jpg	1972
12150	Fighting Back on the Job		Santoro, Victor	BC12150-FightingBackOnJob.jpg	
12155	For Reasons of State		Chomsky, Noam	BC12155-ForReasons.jpg	1973
12156	The Fourth International, Stalinism and the Origins of the International Socialists		Kuper, Richard (ed)	BC12156s-OriginsIS.jpg	1971
12157	Free Ourselves	Forgotten Goals of the Revolution	Arthur, Aron	BC12157s-FreeOurselves.jpg	1972
12160	French Revolution 1968		Seale, Patrick, & McConville, Maureen	BC12160s-FrenchRevolution.jpg	1968
12161	The Freudian Left	Wilhelm Reich, Geza Roheim, Herbert Marcuse	Robinson, Paul A.	BC12161s-FreudianLeft.jpg	1969
12165	From the Bourgeois to the Proletarian Revolution		Ruhle, Otto	BC12165s-FromBourgeois.jpg	1924
12166	Global Visions	Beyond the News World Order	Brecher, Jeremy; Childs, John Brown; Cutler, Jill	BC12166-GlobalVisions.jpg	1993
12167	God and the State		Bakunin, Mikhail	BC12167-GodAndTheState.jpg	1916
12169	Growing Up Absurd		Goodman, Paul	BC12169s-GrowingUp.jpg	1962
12170	The Grundrisse	Outlines of the Critique of Political Economy	Marx, Karl	BC12170s-Grundrisse.jpg	1857
12173	Hanging in Canada	A Concise History of a Controversial Topic	Anderson, Frank W.	BC12173s-HangingInCanada.jpg	1973
12175	The Hidden Persuaders		Packard, Vance	BC12175s-HiddenPersuaders.jpg	1957
12176	Highrise and Superprofits	An Analysis of the Development Industry in Canada	Barker, Graham	BC12176s-Highrise.jpg	1973
12181	The History of Marxism	1. Marxism in Marx's Day	Hobsbawm, Eric J. (ed.)	BC12181s-HistoryOfMarxism.jpg	
12182	The History of the German Resistance 1933-1945	Widerstand, Staatsstreich, Attentat	Hoffman, Peter	BC12182s-HistoryGermanResist.jpg	1969
12183	Hogtown	Working Class Toronto at the Turn of the Century	Kealey, Gregory S.	BC12183s-WorkingClassToronto.jpg	1974
12185	How People Get Power	Organizing Oppressed Communities for Action	Kahn, Si	BC12185-HowPeopleGetPower.jpg	1970
12186	How to Lie With Statistics		Huff, Darrell	BC12186s-LiewithStatistics.jpg	1954
12189	I Ain't Marchin' Anymore		Rader, Dotson	BC12189s-AintMarchin.jpg	
12190	I Have Lived Here Since the World Began	An Illustrated History of Canada's Native People	Ray, Arthur J.	BC12190s-IHaveLived.jpg	1996
12192	Illuminations		Benjamin, Walter	BC12192s-Illuminations.jpg	1955
12193	In Praise of Idleness		Russell, Bertrand	BL0568-BertrandRussellW.jpg	1932
12200	The Invading Socialist Society		James, C.L.R.; Forest, F. [Raya Dunayevskaya]; Stone, Ria [Grace Lee Boggs]	BC12200s-InvadingSocialist.jpg	1947
12202	The Junius Pamphlet	The Crisis of Social Democracy	Luxemburg, Rosa	BC12202s-JuniusPamplet.jpg	1916
12203	Karl Marx's Theory of Revolution	Volume I: State and Bureaucracy	Draper, Hal	BC12203-TheoryOfRevolution.jpg	1977
12204	Karl Marx: Early Writings		Marx, Karl (Bottomore, T.B., ed.; Foreword by Erich Fromm)	BC12204-MarxEarlyWritings.jpg	1844
12205	Karl Marx: Essential Writings		Bender, Frederic L.	BC12205s-MarxEssential.jpg	1972
12206	Karl Marx: His Life and Thought		McLellan, David	BC12206-KarlMarx.jpg	1973
12208	Keeping the Rabble in Line		Chomsky, Noam; Barsamian, David	BC12208-KeepingTheRabble.jpg	1994
12211	Leaving the 20th Century	The Incomplete Work of the Situationist International	Gray, Christopher (translator and editor)	BC12211-Leaving20thCentury.jpg	
12212	Lenin as Philosopher		Pannekoek, Anton	BC12212s-LeninPhilosopher.jpg	1938
12213	Letters from Lexington	Reflections on Propaganda	Chomsky, Noam	BC12213s-LettersFromLex.jpg	
12214	Letters of Insurgents		Nachalo, Sophia and Vochek, Yarostan (Perlman, Freddy)	BC12214s-LettersInsurgents.jpg	
12216	Living with the Land	Communities Restoring the Earth	Meyer, Christine; Moosang, Faith	BC12216-LivingWithLand.jpg	1992
12217	Long March, Short Spring	The Student Uprising at Home and Abroad	Ehrenreich, Barbara, Ehrenreich, John	BC12217-LongMarchShortSpr.jpg	1969
12218	Long Way From Home	The story of the Sixties generation in Canada	Kostash, Myrna	BC12218s-LongWayHome.jpg	1980
12219	A Long and Terrible Shadow	White Values, Native Rights in the Americas 1492-1992	Berger, Thomas R.	BC12219s-TerribleShadow.jpg	1991
12220	The Mackenzie - Papineau Battalion	Canadian Participation in the Spanish Civil War	Hoar, Victor	BC12220s-MacKenziePapineau.jpg	
12221	Main Currents of Marxism	Volume 2: The Golden Age	Kolakowski, Leszek	BC12221-MainCurrentsMarx2.jpg	1978
12222	Main Currents of Marxism	Volume 1: The Founders	Kolakowski, Leszek	BC12222-MainCurrentsMarx1.jpg	1978
12223	Main Currents of Marxism	Volume 3: The Breakdown	Kolakowski, Leszek	BC12223-MainCurrentsMarx3.jpg	1978
12224	Major Universal Problems of Living	A New Approach to Information	Borsodi, Ralph	BC12224s-MajorUniversal.jpg	
12227	The Making of a Counter Culture		Roszak, Theodore	BC12227-MakingOfACounter.jpg	1969
12228	The Making of the English Working Class		Thompson, E.P.	BC12228-EnglishWorkingClas.jpg	1963
12229	Malcolm X Speaks		X. Malcolm; edited and with prefatory notes by George Breitman	BC12229s-MalcolmXSpeaks.jpg	1965
12230	A Manual for Group Facilitators		Auvine, Brian; Densmore, Betsy; Extrom, Mary; Poole, Scott; Shanklin, Michel	BC12230-ManualFacilitators.jpg	
12235	The March of Socialism		Del Vayo, J. Alvarez	BC12235s-MarchofSocialism.jpg	1974
12236	Marx and Engels Collected Works Volume 1	Marx 1835 - 1843	Marx, Karl; Engels, Friedrich	BC12236-MarxEngelsCW01.jpg	1835
12242	Marx and Engels Collected Works Volume 15	Marx and Engels 1856 - 1858	Marx, Karl; Engels, Friedrich	BC12242-MarxEngelsCW15.jpg	1858
12247	Marx and Engels Collected Works Volume 2	Engels 1838 - 1842	Engels, Friedrich	BC12247-MarxEngelsCW02.jpg	1842
12250	Marx and Engels Collected Works Volume 22	Marx and Engels 1870 - 1871	Marx, Karl; Engels, Friedrich	BC12250s-MarxEngels22.jpg	
12253	Marx and Engels Collected Works Volume 25	Engels	Engels, Friedrich	BC12253s-MarxEngels25.jpg	
12255	Marx and Engels Collected Works Volume 27	Engels 1890 - 1895	Engels, Friedrich	BC12255s-MarxEngels27.jpg	1895
12256	Marx and Engels Collected Works Volume 28	Marx 1857 - 1861	Marx, Karl	BC12256-MarxEngelsCW28.jpg	1861
12257	Marx and Engels Collected Works Volume 29	Marx 1857 - 1861	Marx, Karl	BC12257s-MarxEngels29.jpg	
12258	Marx and Engels Collected Works Volume 3	Marx and Engels 1843 - 1844	Marx, Karl; Engels, Friedrich	BC12258-MarxEngelsCW03.jpg	1844
12259	Marx and Engels Collected Works Volume 30	Marx 1861 - 1863	Marx, Karl	BC12259-MarxEngelsCW30.jpg	
12260	Marx and Engels Collected Works Volume 31	Marx 1861 - 1863	Marx, Karl	BC12260-MarxEngelsCW31.jpg	1863
12261	Marx and Engels Collected Works Volume 32	Marx 1861 - 1863	Marx, Karl	BC12261-MarxEngelsCW32.jpg	1863
12262	Marx and Engels Collected Works Volume 33	Marx 1861 - 1863	Marx, Karl	BC12262-MarxEngelsCW33.jpg	1863
12263	Marx and Engels Collected Works Volume 34	Marx 1861 - 1864	Marx, Karl	BC12263s-MarxEngels34.jpg	
12265	Marx and Engels Collected Works Volume 38	Marx and Engels 1844 - 1851	Marx, Karl; Engels, Friedrich	BC12265s-MarxEngels38.jpg	
12266	Marx and Engels Collected Works Volume 39	Marx and Engels 1852 - 1855	Marx, Karl; Engels, Friedrich	BC12266s-MarxEngels39.jpg	
12267	Marx and Engels Collected Works Volume 4	Marx and Engels 1844 - 1845	Marx, Karl; Engels, Friedrich	BC12267-MarxEngelsCW04.jpg	1845
12268	Marx and Engels Collected Works Volume 40	Marx and Engels 1856 - 1859	Marx, Karl; Engels, Friedrich	BC12268s-MarxEngels40.jpg	
12269	Marx and Engels Collected Works Volume 41	Marx and Engels 1860 - 1864	Marx, Karl; Engels, Friedrich	BC12269s-MarxEngels41.jpg	
12270	Marx and Engels Collected Works Volume 42	Marx and Engels 1864 - 1868	Marx, Karl; Engels, Friedrich	BC12270s-MarxEngels42.jpg	
12271	Marx and Engels Collected Works Volume 43	Marx and Engels 1868 - 1870	Marx, Karl; Engels, Friedrich	BC12271s-MarxEngels43.jpg	
12272	Marx and Engels Collected Works Volume 44	Marx and Engels 1870 - 1873	Marx, Karl; Engels, Friedrich	BC12272s-MarxEngels44.jpg	
12273	Marx and Engels Collected Works Volume 45	Marx and Engels 1874 - 1879	Marx, Karl; Engels, Friedrich	BC12273s-MarxEngels45.jpg	
12274	Marx and Engels Collected Works Volume 46	Marx and Engels 1880 - 1883	Marx, Karl; Engels, Friedrich	BC12274s-MarxEngels46.jpg	
12276	Marx and Engels Collected Works Volume 5	Marx and Engels 1845 - 1847	Marx, Karl; Engels, Friedrich	BC12276-MarxEngelsCW05.jpg	1847
12277	Marx and Engels Collected Works Volume 6	Marx and Engels 1845 - 1848	Marx, Karl; Engels, Friedrich	BC12277-MarxEngelsCW06.jpg	1848
12278	Marx and Engels Collected Works Volume 7	Marx and Engels 1848	Marx, Karl; Engels, Friedrich	BC12278-MarxEngelsCW07.jpg	1848
12279	Marx and Engels Collected Works Volume 8	Marx and Engels 1848 - 1849	Marx, Karl; Engels, Friedrich	BC12279-MarxEngelsCW08.jpg	1849
12280	Marx and Engels Collected Works Volume 9	Marx and Engels 1849	Marx, Karl; Engels, Friedrich	BC12280-MarxEngelsCW09.jpg	1849
12281	Marx for Beginners		Rius	BC12281s-MarxForBeginners.jpg	
12282	Marx's Concept of Man		Fromm, Erich	BC12282s-MarxsConceptMan.jpg	1961
12284	Marx-Engels Chronicle, The	A Day-by-Day Chronology of Marx and Engels' Life and Activity. Vol. 1 of the Marx-Engels Cyclopedia	Draper, Hal	BC12284-MarxismAbdFreedom.jpg	1985
